item_id,order_id,product_id,quantity,price_at_purchase
1151,469,17,1,55.59
1152,469,43,1,137.53
1153,469,6,2,20.73
1154,469,7,1,113.23
1155,470,64,1,376.68
1156,470,49,3,74.12
1157,470,55,1,379.11
1158,470,46,1,110.25
1159,471,58,1,300.22
1160,471,5,3,48.03
1161,471,80,3,123.53
1162,472,53,3,184.19
1163,472,62,1,341.74
1164,472,12,2,142.7
1165,472,50,1,282.88
1166,473,81,3,439.61
1167,473,3,2,74.07
1168,474,70,2,256.3
1169,474,45,3,438.8
1170,474,65,2,173.39
1171,474,50,2,282.88
1172,475,4,2,339.97
1173,475,8,2,303.0
1174,476,21,1,66.79
1175,476,32,3,188.24
1176,477,98,1,40.14
1177,478,46,1,110.25
1178,478,23,1,415.56
1179,478,76,2,459.65
1180,478,95,3,36.69
1181,479,91,3,202.5
1182,480,73,1,306.44
1183,480,64,3,376.68
1184,481,12,1,142.7
1185,482,68,2,438.55
1186,483,17,2,55.59
1187,483,92,1,326.69
1188,484,8,1,303.0
1189,484,19,3,303.84
1190,484,91,1,202.5
1191,485,10,2,352.16
1192,485,91,3,202.5
1193,485,51,3,374.77
1194,486,18,1,52.87
1195,486,94,2,64.9
1196,486,82,2,47.4
1197,487,29,3,433.91
1198,487,76,1,459.65
1199,487,49,2,74.12
1200,488,23,3,415.56
1201,488,1,3,60.11
1202,489,24,3,443.3
1203,490,82,3,47.4
1204,490,14,2,350.58
1205,491,31,2,417.88
1206,492,91,3,202.5
1207,493,58,1,300.22
1208,493,34,1,468.64
1209,493,32,3,188.24
1210,494,93,1,450.31
1211,495,22,2,44.01
1212,495,64,2,376.68
1213,495,45,3,438.8
1214,495,49,1,74.12
1215,496,21,2,66.79
1216,496,10,1,352.16
1217,497,14,1,350.58
1218,497,44,1,457.0
1219,497,49,1,74.12
1220,498,44,3,457.0
1221,499,56,3,80.66
1222,500,21,1,66.79
1223,500,13,2,380.61
1224,500,27,1,117.81
1225,500,53,3,184.19
1226,501,85,2,331.58
1227,501,39,1,345.64
1228,501,13,1,380.61
1229,502,20,1,366.22
1230,502,47,1,200.84
1231,502,55,1,379.11
1232,502,38,3,192.83
1233,503,13,1,380.61
1234,503,27,1,117.81
1235,504,61,1,431.09
1236,505,63,3,342.45
1237,505,34,1,468.64
1238,505,83,3,408.93
1239,505,50,1,282.88
1240,506,24,2,443.3
1241,506,6,2,20.73
1242,506,57,2,397.08
1243,507,73,1,306.44
1244,507,20,3,366.22
1245,507,86,1,86.74
1246,508,97,3,296.28
1247,508,30,3,142.6
1248,508,8,2,303.0
1249,508,67,2,6.61
1250,509,74,1,190.09
1251,509,61,2,431.09
1252,509,11,2,114.12
1253,509,92,1,326.69
1254,510,16,2,478.82
1255,510,23,1,415.56
1256,511,17,1,55.59
1257,511,55,1,379.11
1258,512,77,2,165.46
1259,512,41,3,118.38
1260,513,50,3,282.88
1261,514,67,2,6.61
1262,514,2,3,141.14
1263,514,80,3,123.53
1264,515,54,1,257.22
1265,516,14,3,350.58
1266,517,69,2,486.08
1267,517,53,2,184.19
1268,517,50,3,282.88
1269,518,5,1,48.03
1270,518,36,2,89.71
1271,518,19,3,303.84
1272,518,78,3,60.37
1273,519,43,3,137.53
1274,519,31,1,417.88
1275,519,96,2,296.21
1276,519,35,2,40.34
1277,520,40,2,343.88
1278,520,63,3,342.45
1279,520,88,1,482.36
1280,521,39,3,345.64
1281,521,57,2,397.08
1282,522,25,2,290.79
1283,523,95,2,36.69
1284,523,98,3,40.14
1285,523,48,1,232.13
1286,523,66,1,220.21
1287,524,18,3,52.87
1288,524,73,1,306.44
1289,524,23,1,415.56
1290,524,26,1,39.43
1291,525,47,3,200.84
1292,526,65,2,173.39
1293,526,82,1,47.4
1294,526,88,1,482.36
1295,526,31,2,417.88
1296,527,61,3,431.09
1297,527,71,2,435.91
1298,528,96,3,296.21
1299,528,12,2,142.7
1300,528,4,2,339.97
1301,529,29,3,433.91
1302,529,29,3,433.91
1303,530,66,1,220.21
1304,530,100,3,453.18
1305,530,2,2,141.14
1306,530,17,3,55.59
1307,531,29,2,433.91
1308,532,92,3,326.69
1309,532,83,2,408.93
1310,532,55,2,379.11
1311,533,28,2,492.68
1312,533,39,3,345.64
1313,533,67,3,6.61
1314,534,66,3,220.21
1315,535,72,3,421.63
1316,535,77,3,165.46
1317,535,37,2,126.18
1318,536,44,2,457.0
1319,537,34,3,468.64
1320,537,92,3,326.69
1321,537,39,1,345.64
1322,538,8,3,303.0
1323,538,52,3,449.42
1324,539,84,2,384.09
1325,540,52,2,449.42
1326,540,95,1,36.69
1327,540,75,3,271.99
1328,540,74,1,190.09
1329,541,88,3,482.36
1330,541,82,2,47.4
1331,542,65,2,173.39
1332,542,22,3,44.01
1333,542,72,1,421.63
1334,543,95,2,36.69
1335,543,93,3,450.31
1336,544,84,1,384.09
1337,544,29,2,433.91
1338,544,29,3,433.91
1339,545,48,2,232.13
1340,545,75,2,271.99
1341,545,60,1,266.91
1342,546,61,1,431.09
1343,547,68,2,438.55
1344,547,53,1,184.19
1345,547,20,1,366.22
1346,547,26,2,39.43
1347,548,19,2,303.84
1348,548,92,1,326.69
1349,548,100,1,453.18
1350,548,63,2,342.45
1351,549,82,1,47.4
1352,549,1,2,60.11
1353,549,36,1,89.71
1354,550,63,1,342.45
1355,550,17,3,55.59
1356,551,55,2,379.11
1357,551,50,1,282.88
1358,551,5,3,48.03
1359,551,26,3,39.43
1360,552,97,3,296.28
1361,552,25,1,290.79
1362,552,87,1,436.85
1363,553,89,2,378.86
1364,553,40,1,343.88
1365,554,22,1,44.01
1366,554,6,2,20.73
1367,554,38,2,192.83
1368,555,56,3,80.66
1369,555,18,2,52.87
1370,555,63,2,342.45
1371,556,3,1,74.07
1372,556,29,3,433.91
1373,556,17,1,55.59
1374,556,94,1,64.9
1375,557,47,3,200.84
1376,558,82,2,47.4
1377,558,99,3,34.14
1378,558,80,1,123.53
1379,558,77,1,165.46
1380,559,7,3,113.23
1381,560,16,3,478.82
1382,560,33,2,336.74
1383,560,90,1,104.57
1384,560,27,3,117.81
1385,561,54,3,257.22
1386,561,13,3,380.61
1387,561,67,2,6.61
1388,562,54,1,257.22
1389,562,66,3,220.21
1390,563,14,2,350.58
1391,564,67,1,6.61
1392,564,46,3,110.25
1393,564,53,2,184.19
1394,565,27,3,117.81
1395,565,62,2,341.74
1396,565,31,1,417.88
1397,565,2,3,141.14
1398,566,20,1,366.22
1399,566,100,3,453.18
1400,566,10,3,352.16
1401,566,93,1,450.31
1402,567,59,2,193.9
1403,567,34,2,468.64
1404,568,6,2,20.73
1405,568,47,3,200.84
1406,569,13,1,380.61
1407,570,43,2,137.53
1408,570,57,3,397.08
1409,571,48,2,232.13
1410,572,59,2,193.9
1411,572,50,3,282.88
1412,572,62,2,341.74
1413,572,84,1,384.09
1414,573,21,1,66.79
1415,574,73,3,306.44
1416,574,57,1,397.08
1417,574,79,2,439.97
1418,574,100,2,453.18
1419,575,62,2,341.74
1420,575,15,2,142.55
1421,576,84,2,384.09
1422,576,2,3,141.14
1423,576,87,3,436.85
1424,577,86,2,86.74
1425,577,67,3,6.61
1426,578,56,3,80.66
1427,579,85,3,331.58
1428,579,83,2,408.93
1429,579,20,3,366.22
1430,580,2,3,141.14
1431,581,64,1,376.68
1432,581,10,2,352.16
1433,581,42,1,403.5
1434,581,43,2,137.53
1435,582,52,1,449.42
1436,582,11,2,114.12
1437,582,57,3,397.08
1438,582,58,1,300.22
1439,583,16,2,478.82
1440,583,96,3,296.21
1441,583,3,1,74.07
1442,584,12,3,142.7
1443,585,66,3,220.21
1444,585,27,3,117.81
1445,585,86,2,86.74
1446,586,29,2,433.91
1447,587,92,3,326.69
1448,587,47,3,200.84
1449,587,58,1,300.22
1450,587,13,3,380.61
1451,588,82,2,47.4
1452,588,71,3,435.91
1453,588,48,3,232.13
1454,589,64,1,376.68
1455,589,92,3,326.69
1456,590,79,1,439.97
1457,590,25,1,290.79
1458,590,51,1,374.77
1459,591,92,2,326.69
1460,591,14,2,350.58
1461,592,99,2,34.14
1462,593,64,1,376.68
1463,593,68,3,438.55
1464,594,75,2,271.99
1465,594,66,1,220.21
1466,594,89,3,378.86
1467,594,23,3,415.56
1468,595,85,3,331.58
1469,595,78,2,60.37
1470,595,65,2,173.39
1471,595,54,3,257.22
1472,596,36,2,89.71
1473,596,44,2,457.0
1474,597,53,3,184.19
1475,597,90,3,104.57
1476,598,92,3,326.69
1477,598,71,3,435.91
1478,598,28,1,492.68
1479,599,88,2,482.36
1480,599,87,1,436.85
1481,599,91,3,202.5
1482,600,91,1,202.5
1483,600,98,2,40.14
1484,600,72,2,421.63
1485,601,87,3,436.85
1486,601,69,2,486.08
1487,601,55,1,379.11
1488,601,67,1,6.61
1489,602,86,1,86.74
1490,603,37,3,126.18
1491,603,33,1,336.74
1492,604,27,3,117.81
1493,604,5,2,48.03
1494,604,58,1,300.22
1495,605,96,3,296.21
1496,605,72,2,421.63
1497,606,89,3,378.86
1498,606,7,2,113.23
1499,606,50,2,282.88
1500,607,71,1,435.91
1501,607,2,3,141.14
1502,607,33,1,336.74
1503,608,29,3,433.91
1504,608,91,3,202.5
1505,608,83,2,408.93
1506,608,97,3,296.28
1507,609,100,3,453.18
1508,609,25,2,290.79
1509,610,24,1,443.3
1510,611,6,2,20.73
1511,611,36,3,89.71
1512,611,34,1,468.64
1513,611,21,3,66.79
1514,612,60,3,266.91
1515,612,20,1,366.22
1516,612,20,2,366.22
1517,613,63,3,342.45
1518,613,71,2,435.91
1519,613,10,3,352.16
1520,614,67,1,6.61
1521,614,65,1,173.39
1522,615,12,2,142.7
1523,615,29,1,433.91
1524,615,85,2,331.58
1525,615,43,2,137.53
1526,616,72,3,421.63
1527,616,2,1,141.14
1528,616,86,2,86.74
1529,616,58,1,300.22
1530,617,6,3,20.73
1531,617,42,2,403.5
1532,618,50,2,282.88
1533,619,67,2,6.61
1534,620,63,1,342.45
1535,620,38,3,192.83
1536,620,25,2,290.79
1537,620,66,1,220.21
1538,621,81,1,439.61
1539,622,88,2,482.36
1540,622,14,1,350.58
1541,623,83,1,408.93
1542,623,96,3,296.21
1543,623,20,1,366.22
1544,623,59,3,193.9
1545,624,7,1,113.23
1546,625,74,1,190.09
1547,626,58,3,300.22
1548,626,52,2,449.42
1549,626,41,1,118.38
1550,626,50,3,282.88
1551,627,97,3,296.28
1552,628,46,3,110.25
1553,629,78,1,60.37
1554,629,37,2,126.18
1555,629,49,2,74.12
1556,630,21,3,66.79
1557,630,29,1,433.91
1558,630,96,2,296.21
1559,630,70,2,256.3
1560,631,87,3,436.85
1561,631,83,2,408.93
1562,631,2,3,141.14
1563,632,6,1,20.73
1564,633,40,1,343.88
1565,634,28,2,492.68
1566,634,83,3,408.93
1567,634,19,1,303.84
1568,635,25,1,290.79
1569,635,24,3,443.3
1570,635,73,1,306.44
1571,636,83,3,408.93
1572,636,10,2,352.16
1573,636,86,1,86.74
1574,636,33,1,336.74
1575,637,43,2,137.53
1576,637,17,3,55.59
1577,637,84,1,384.09
1578,637,13,2,380.61
1579,638,41,2,118.38
1580,638,58,2,300.22
1581,639,73,3,306.44
1582,639,47,2,200.84
1583,640,41,1,118.38
1584,641,36,2,89.71
1585,641,18,3,52.87
1586,641,94,2,64.9
1587,641,62,2,341.74
1588,642,63,3,342.45
1589,642,14,1,350.58
1590,642,83,3,408.93
1591,643,69,1,486.08
1592,643,34,3,468.64
1593,644,3,3,74.07
1594,645,99,3,34.14
1595,645,28,1,492.68
1596,645,71,2,435.91
1597,645,70,3,256.3
1598,646,47,2,200.84
1599,646,29,3,433.91
1600,647,60,3,266.91
1601,647,66,1,220.21
1602,648,85,1,331.58
1603,649,97,3,296.28
1604,649,18,2,52.87
1605,650,95,3,36.69
1606,650,62,2,341.74
1607,651,30,1,142.6
1608,651,34,2,468.64
1609,651,30,1,142.6
1610,651,86,1,86.74
1611,652,50,2,282.88
1612,652,59,1,193.9
1613,652,6,3,20.73
1614,653,95,2,36.69
1615,653,75,3,271.99
1616,653,73,1,306.44
1617,654,76,3,459.65
1618,654,10,3,352.16
1619,654,33,2,336.74
1620,655,46,2,110.25
1621,655,63,2,342.45
1622,655,78,1,60.37
1623,655,65,1,173.39
1624,656,66,3,220.21
1625,657,21,2,66.79
1626,657,78,3,60.37
1627,658,54,2,257.22
1628,658,93,1,450.31
1629,659,27,3,117.81
1630,659,21,3,66.79
1631,659,53,1,184.19
1632,659,32,1,188.24
1633,660,18,3,52.87
1634,660,66,1,220.21
1635,661,22,2,44.01
1636,662,77,3,165.46
1637,662,82,1,47.4
1638,662,93,3,450.31
1639,662,85,2,331.58
1640,663,78,2,60.37
1641,663,62,1,341.74
1642,663,29,2,433.91
1643,663,77,1,165.46
1644,664,80,3,123.53
1645,664,66,2,220.21
1646,665,59,3,193.9
1647,665,76,1,459.65
1648,665,30,2,142.6
1649,666,26,3,39.43
1650,667,20,3,366.22
1651,667,13,1,380.61
1652,667,61,3,431.09
1653,667,77,1,165.46
1654,668,12,2,142.7
1655,669,100,3,453.18
1656,670,48,1,232.13
1657,670,90,3,104.57
1658,670,55,1,379.11
1659,670,62,2,341.74
1660,671,55,1,379.11
1661,672,11,2,114.12
1662,672,77,3,165.46
1663,673,91,3,202.5
1664,674,67,1,6.61
1665,675,53,2,184.19
1666,675,14,1,350.58
1667,675,55,3,379.11
1668,676,73,2,306.44
1669,676,79,2,439.97
1670,676,88,2,482.36
1671,676,97,1,296.28
1672,677,23,2,415.56
1673,677,72,3,421.63
1674,677,62,2,341.74
1675,677,40,3,343.88
1676,678,95,1,36.69
1677,678,85,1,331.58
1678,678,96,1,296.21
1679,678,58,3,300.22
1680,679,66,2,220.21
1681,679,44,3,457.0
1682,680,21,2,66.79
1683,681,19,2,303.84
1684,682,9,2,103.42
1685,683,93,2,450.31
1686,684,92,3,326.69
1687,684,8,1,303.0
1688,684,82,2,47.4
1689,685,25,1,290.79
1690,685,77,3,165.46
1691,685,67,3,6.61
1692,686,47,1,200.84
1693,687,12,2,142.7
1694,687,100,2,453.18
1695,688,76,1,459.65
1696,688,67,1,6.61
1697,688,95,3,36.69
1698,688,9,1,103.42
1699,689,45,2,438.8
1700,689,29,3,433.91
1701,689,25,2,290.79
1702,690,34,1,468.64
1703,691,65,2,173.39
1704,692,69,3,486.08
1705,692,33,3,336.74
1706,692,57,2,397.08
1707,693,97,2,296.28
1708,693,100,2,453.18
1709,694,62,1,341.74
1710,695,87,3,436.85
1711,695,30,2,142.6
1712,696,90,2,104.57
1713,697,87,3,436.85
1714,697,44,1,457.0
1715,697,71,1,435.91
1716,697,61,2,431.09
1717,698,24,3,443.3
1718,698,88,1,482.36
1719,698,64,3,376.68
1720,699,34,1,468.64
1721,699,30,1,142.6
1722,700,20,1,366.22
1723,700,16,1,478.82
1724,700,87,3,436.85
1725,701,62,2,341.74
1726,702,63,1,342.45
1727,702,98,3,40.14
1728,702,36,2,89.71
1729,703,7,3,113.23
1730,703,55,2,379.11
1731,704,51,3,374.77
1732,704,100,1,453.18
1733,704,59,1,193.9
1734,705,89,1,378.86
1735,705,2,3,141.14
1736,705,27,2,117.81
1737,706,79,2,439.97
1738,706,24,3,443.3
1739,706,34,1,468.64
1740,707,47,1,200.84
1741,707,64,2,376.68
1742,707,27,2,117.81
1743,708,52,2,449.42
1744,708,58,1,300.22
1745,708,74,1,190.09
1746,709,93,2,450.31
1747,710,49,1,74.12
1748,710,19,3,303.84
1749,710,20,2,366.22
1750,710,2,1,141.14
1751,711,63,2,342.45
1752,711,33,3,336.74
1753,711,73,1,306.44
1754,712,8,1,303.0
1755,712,33,2,336.74
1756,713,96,2,296.21
1757,713,34,2,468.64
1758,713,47,3,200.84
1759,713,72,2,421.63
1760,714,45,3,438.8
1761,715,100,2,453.18
1762,715,46,2,110.25
1763,716,11,2,114.12
1764,716,79,2,439.97
1765,716,60,3,266.91
1766,716,19,1,303.84
1767,717,54,3,257.22
1768,717,79,3,439.97
1769,717,52,1,449.42
1770,718,41,2,118.38
1771,718,84,2,384.09
1772,719,35,2,40.34
1773,719,100,2,453.18
1774,719,96,3,296.21
1775,719,67,2,6.61
1776,720,17,3,55.59
1777,721,27,1,117.81
1778,722,61,3,431.09
1779,723,68,1,438.55
1780,723,14,2,350.58
1781,723,80,1,123.53
1782,723,11,3,114.12
1783,724,30,1,142.6
1784,724,95,2,36.69
1785,724,57,3,397.08
1786,725,4,1,339.97
1787,725,85,2,331.58
1788,726,60,3,266.91
1789,726,35,3,40.34
1790,726,57,1,397.08
1791,726,90,3,104.57
1792,727,81,3,439.61
1793,727,82,3,47.4
1794,727,56,3,80.66
1795,727,82,3,47.4
1796,728,62,3,341.74
1797,728,30,1,142.6
1798,728,57,2,397.08
1799,729,39,1,345.64
1800,729,1,3,60.11
1801,730,45,2,438.8
1802,730,61,3,431.09
1803,731,97,2,296.28
1804,731,39,1,345.64
1805,731,99,2,34.14
1806,731,38,3,192.83
1807,732,25,2,290.79
1808,732,72,2,421.63
1809,732,51,1,374.77
1810,733,49,1,74.12
1811,733,34,1,468.64
1812,733,55,3,379.11
1813,733,31,3,417.88
1814,734,37,3,126.18
1815,734,96,3,296.21
1816,734,35,2,40.34
1817,735,18,2,52.87
1818,735,15,3,142.55
1819,736,90,3,104.57
1820,736,63,1,342.45
1821,736,42,1,403.5
1822,737,24,1,443.3
1823,738,94,1,64.9
1824,738,30,1,142.6
1825,738,20,1,366.22
1826,738,64,1,376.68
1827,739,48,2,232.13
1828,739,90,1,104.57
1829,739,43,1,137.53
1830,739,97,1,296.28
1831,740,10,3,352.16
1832,740,61,1,431.09
1833,740,25,2,290.79
1834,740,49,1,74.12
1835,741,50,2,282.88
1836,741,32,3,188.24
1837,742,67,3,6.61
1838,743,42,1,403.5
1839,743,81,3,439.61
1840,743,6,3,20.73
1841,744,33,2,336.74
1842,745,7,3,113.23
1843,745,28,1,492.68
1844,745,31,3,417.88
1845,746,36,3,89.71
1846,746,16,2,478.82
1847,747,75,3,271.99
1848,748,48,1,232.13
1849,748,32,1,188.24
1850,749,98,3,40.14
1851,749,8,1,303.0
1852,749,46,3,110.25
1853,750,17,2,55.59
1854,751,57,3,397.08
1855,751,25,1,290.79
1856,751,89,2,378.86
1857,752,6,2,20.73
1858,752,91,2,202.5
1859,752,72,2,421.63
1860,753,73,1,306.44
1861,753,70,2,256.3
1862,754,77,3,165.46
1863,754,21,1,66.79
1864,754,68,1,438.55
1865,755,70,2,256.3
1866,755,59,1,193.9
1867,755,100,3,453.18
1868,756,3,3,74.07
1869,756,47,3,200.84
1870,757,85,3,331.58
1871,758,99,3,34.14
1872,758,20,3,366.22
1873,758,37,2,126.18
1874,758,53,3,184.19
1875,759,6,1,20.73
1876,760,14,2,350.58
1877,760,25,1,290.79
1878,761,85,2,331.58
1879,761,68,3,438.55
1880,761,90,3,104.57
1881,761,33,1,336.74
1882,762,2,1,141.14
1883,763,60,3,266.91
1884,764,48,3,232.13
1885,764,8,3,303.0
1886,764,35,3,40.34
1887,764,6,3,20.73
1888,765,28,3,492.68
1889,766,69,2,486.08
1890,766,25,1,290.79
1891,767,72,3,421.63
1892,767,72,2,421.63
1893,768,87,2,436.85
1894,768,90,3,104.57
1895,768,55,1,379.11
1896,769,65,2,173.39
1897,769,85,1,331.58
1898,769,69,3,486.08
1899,769,57,2,397.08
1900,770,48,2,232.13
1901,770,98,3,40.14
1902,770,56,3,80.66
1903,771,49,3,74.12
1904,771,96,2,296.21
1905,772,51,1,374.77
1906,772,93,1,450.31
1907,772,37,3,126.18
1908,772,3,3,74.07
1909,773,1,2,60.11
1910,773,29,1,433.91
1911,773,41,1,118.38
1912,774,71,3,435.91
1913,774,72,3,421.63
1914,774,74,1,190.09
1915,775,20,1,366.22
1916,775,34,2,468.64
1917,775,75,1,271.99
1918,776,12,3,142.7
1919,776,52,3,449.42
1920,776,28,3,492.68
1921,777,23,2,415.56
1922,777,89,3,378.86
1923,777,74,1,190.09
1924,777,77,3,165.46
1925,778,11,1,114.12
1926,778,99,2,34.14
1927,778,45,2,438.8
1928,778,54,1,257.22
1929,779,82,3,47.4
1930,780,41,3,118.38
1931,781,20,1,366.22
1932,781,87,3,436.85
1933,782,29,2,433.91
1934,783,17,2,55.59
1935,783,11,2,114.12
1936,784,34,1,468.64
1937,784,52,3,449.42
1938,784,56,3,80.66
1939,784,17,1,55.59
1940,785,51,3,374.77
1941,785,74,1,190.09
1942,785,72,3,421.63
1943,785,95,3,36.69
1944,786,100,2,453.18
1945,786,42,3,403.5
1946,786,74,1,190.09
1947,787,47,2,200.84
1948,787,25,2,290.79
1949,787,45,3,438.8
1950,787,84,1,384.09
1951,788,79,2,439.97
1952,788,80,1,123.53
1953,788,57,1,397.08
1954,789,88,2,482.36
1955,789,20,3,366.22
1956,790,32,3,188.24
1957,791,2,2,141.14
1958,791,89,1,378.86
1959,791,40,2,343.88
1960,792,95,3,36.69
1961,792,28,1,492.68
1962,793,71,2,435.91
1963,793,80,3,123.53
1964,793,19,3,303.84
1965,794,75,3,271.99
1966,794,68,1,438.55
1967,794,33,1,336.74
1968,794,8,2,303.0
1969,795,7,2,113.23
1970,795,84,1,384.09
1971,795,9,2,103.42
1972,796,14,1,350.58
1973,796,38,3,192.83
1974,796,50,1,282.88
1975,797,41,2,118.38
1976,798,24,1,443.3
1977,799,6,1,20.73
1978,800,63,2,342.45
1979,800,96,1,296.21
1980,800,3,2,74.07
1981,801,31,3,417.88
1982,801,36,1,89.71
1983,801,81,2,439.61
1984,802,72,2,421.63
1985,803,85,1,331.58
1986,803,12,3,142.7
1987,803,49,3,74.12
1988,803,87,3,436.85
1989,804,54,1,257.22
1990,804,74,1,190.09
1991,805,58,3,300.22
1992,805,17,1,55.59
1993,805,84,1,384.09
1994,806,18,2,52.87
1995,806,89,3,378.86
1996,807,56,1,80.66
1997,807,84,3,384.09
1998,808,72,3,421.63
1999,809,41,1,118.38
2000,809,94,1,64.9
2001,810,53,2,184.19
2002,810,57,3,397.08
2003,810,82,3,47.4
2004,810,36,1,89.71
2005,811,24,1,443.3
2006,811,98,3,40.14
2007,812,77,1,165.46
2008,812,30,3,142.6
2009,813,18,3,52.87
2010,813,78,2,60.37
2011,813,92,3,326.69
2012,813,48,1,232.13
2013,814,18,1,52.87
2014,814,25,1,290.79
2015,814,5,2,48.03
2016,814,98,1,40.14
2017,815,29,3,433.91
2018,815,86,1,86.74
2019,815,97,1,296.28
2020,815,9,1,103.42
2021,816,79,2,439.97
2022,816,89,2,378.86
2023,816,59,1,193.9
2024,816,55,2,379.11
2025,817,93,2,450.31
2026,817,51,3,374.77
2027,817,96,3,296.21
2028,817,77,3,165.46
2029,818,67,1,6.61
2030,819,32,3,188.24
2031,820,72,2,421.63
2032,821,25,2,290.79
2033,822,100,2,453.18
2034,822,60,1,266.91
2035,822,55,2,379.11
2036,823,60,3,266.91
2037,823,58,1,300.22
2038,824,100,3,453.18
2039,824,90,3,104.57
2040,825,58,1,300.22
2041,825,23,2,415.56
2042,825,76,3,459.65
2043,826,12,2,142.7
2044,826,42,3,403.5
2045,826,84,3,384.09
2046,826,21,3,66.79
2047,827,91,2,202.5
2048,828,94,3,64.9
2049,828,79,1,439.97
2050,828,49,3,74.12
2051,828,49,1,74.12
2052,829,73,3,306.44
2053,829,20,1,366.22
2054,829,19,1,303.84
2055,830,40,2,343.88
2056,830,94,2,64.9
2057,830,37,3,126.18
2058,830,24,1,443.3
2059,831,1,3,60.11
2060,831,98,2,40.14
2061,832,70,1,256.3
2062,832,78,2,60.37
2063,832,31,1,417.88
2064,832,76,3,459.65
2065,833,11,3,114.12
2066,833,77,1,165.46
2067,833,32,3,188.24
2068,833,36,3,89.71
2069,834,7,1,113.23
2070,834,19,1,303.84
2071,835,5,3,48.03
2072,835,74,3,190.09
2073,836,7,1,113.23
2074,837,87,2,436.85
2075,837,79,3,439.97
2076,838,59,3,193.9
2077,838,75,2,271.99
2078,839,42,2,403.5
2079,839,49,1,74.12
2080,839,98,2,40.14
2081,840,61,1,431.09
2082,840,16,3,478.82
2083,840,36,2,89.71
2084,841,90,1,104.57
2085,841,79,1,439.97
2086,842,62,3,341.74
2087,843,55,3,379.11
2088,843,41,2,118.38
2089,843,68,3,438.55
2090,844,79,3,439.97
2091,844,64,3,376.68
2092,845,24,3,443.3
2093,845,30,3,142.6
2094,845,38,1,192.83
2095,845,1,1,60.11
2096,846,95,1,36.69
2097,847,53,1,184.19
2098,847,43,2,137.53
2099,847,72,3,421.63
2100,847,28,1,492.68
2101,848,33,1,336.74
2102,848,40,2,343.88
2103,848,65,3,173.39
2104,849,88,2,482.36
2105,850,23,1,415.56
2106,851,61,1,431.09
2107,851,83,1,408.93
2108,851,62,1,341.74
2109,851,81,2,439.61
2110,852,60,2,266.91
2111,852,96,1,296.21
2112,852,67,2,6.61
2113,853,72,3,421.63
2114,853,3,1,74.07
2115,853,74,3,190.09
2116,854,9,1,103.42
2117,854,36,1,89.71
2118,854,44,2,457.0
2119,855,74,3,190.09
2120,855,50,1,282.88
2121,856,91,2,202.5
2122,856,91,1,202.5
2123,856,35,2,40.34
2124,857,48,2,232.13
2125,857,39,1,345.64
2126,858,48,1,232.13
2127,859,57,3,397.08
2128,860,25,2,290.79
2129,860,62,3,341.74
2130,861,19,1,303.84
2131,861,67,3,6.61
2132,861,17,1,55.59
2133,862,92,3,326.69
2134,862,15,1,142.55
2135,862,40,1,343.88
2136,862,88,3,482.36
2137,863,6,1,20.73
2138,863,67,3,6.61
2139,863,96,2,296.21
2140,863,3,3,74.07
2141,864,42,1,403.5
2142,864,25,2,290.79
2143,865,86,1,86.74
2144,865,35,1,40.34
2145,865,21,2,66.79
2146,865,15,1,142.55
2147,866,27,3,117.81
2148,867,19,3,303.84
2149,867,37,3,126.18
2150,867,32,1,188.24
2151,868,70,2,256.3
2152,868,7,1,113.23
2153,868,4,2,339.97
2154,869,50,1,282.88
2155,870,91,3,202.5
2156,870,76,3,459.65
2157,871,79,2,439.97
2158,871,40,2,343.88
2159,871,26,3,39.43
2160,871,98,3,40.14
2161,872,73,1,306.44
2162,872,12,3,142.7
2163,872,60,1,266.91
2164,872,59,2,193.9
2165,873,61,1,431.09
2166,873,29,1,433.91
2167,873,79,2,439.97
2168,873,47,2,200.84
2169,874,42,2,403.5
2170,874,63,1,342.45
2171,874,9,2,103.42
2172,875,22,2,44.01
2173,875,99,2,34.14
2174,875,78,3,60.37
2175,875,17,3,55.59
2176,876,42,3,403.5
2177,877,69,2,486.08
2178,877,52,3,449.42
2179,877,53,1,184.19
2180,878,62,2,341.74
2181,878,9,2,103.42
2182,879,56,3,80.66
2183,879,44,3,457.0
2184,879,89,1,378.86
2185,879,23,3,415.56
2186,880,15,3,142.55
2187,880,77,2,165.46
2188,880,42,3,403.5
2189,880,13,2,380.61
2190,881,9,3,103.42
2191,881,14,3,350.58
2192,881,77,2,165.46
2193,881,42,2,403.5
2194,882,28,1,492.68
2195,883,97,1,296.28
2196,884,50,3,282.88
2197,884,74,2,190.09
2198,884,26,1,39.43
2199,885,73,3,306.44
2200,885,39,2,345.64
2201,885,92,2,326.69
2202,886,17,2,55.59
2203,886,8,2,303.0
2204,886,71,1,435.91
2205,886,1,3,60.11
2206,887,15,2,142.55
2207,887,4,1,339.97
2208,887,56,3,80.66
2209,888,92,2,326.69
2210,888,52,2,449.42
2211,888,56,3,80.66
2212,889,18,1,52.87
2213,889,72,2,421.63
2214,889,47,2,200.84
2215,889,20,2,366.22
2216,890,2,1,141.14
2217,890,83,1,408.93
2218,891,85,2,331.58
2219,891,18,1,52.87
2220,891,18,3,52.87
2221,891,54,2,257.22
2222,892,80,1,123.53
2223,892,59,3,193.9
2224,892,55,3,379.11
2225,892,58,2,300.22
